review,sentiment
I did not find any downsides here.. Overall I had a good experience working with my team,0
"Good projects, they have better projects compared to many other similar companies

Making significant investments in new emerging technologies

Overall they still have environment which is not rigid, people are empowered and events are planned throughout the year

Responsive onshore teams and plenty of scope to innovate in delivery",1
More amount of working hours,0
Too many people on the bench,0
"Company is very good if you don't have expectations.
In other words Good for nothing.
Best if you are expert in managing managers.
If you believe in work, kind of 'work is worship' person, please worship managers too.
Candidate is best if you were certified by your manager, forget about colleague's feedback or your Team Lead.
Managers are like Demigod's/godess. 
Better avoid temples, run around managers.",1
One of the best IT company it is. Good working culture.,1
No human touch and no strategy for retaining,0
"offers comparatively less salary.
Lot of work burden in some teams.",0
Good Career Opportunity and compensation,1
"1. Good onsite projects
2. Exposure to different domains
3. Has a brand name in India
4. Use of latest tools in your field",1
Salary hike if you stay for long time,0
"There is a lot of internal work politics and the people often play a blame-game and et end everything will come to the juniors who are below the leadership.
It lack proper governance and handling of the project.",0
good for fresher to learn,1
"Low salary, Poor review process",0
"*Worked their for 3 years.
*Awesome organization to work at any time of your career unless and until you land in a good project.
*Excellent work life balance.
*Extensive Support from HR",1
I do not find any such cons in XYZ,0
Pay;Sweating the small stuff;Lack of senior management vision;Too much influence from the acquired companies,0
"good work culture, lots of projects",1
Yearly Hike is very less,0
"Less Salary and facilities to employee, especially freshers",0
Less hike. Senior management is Baised with community as well. People from outstates are biased for some projects.,0
"Good policies,Good Work Life balance if placed in good account",1
"Good higher management
Good projects
Good work environment and campus",1
"Learning, Work Life Balance, Training and Development",1
"Does not pay good hike.
no care of the employee what so ever.
no transparency in appraisal cycle",0
"Flexible , healthy work environment, good work life balance",1
"Very less salary hike
Working hour is more",0
